Lake,Year,DOY,Chlorophyll,Phycocyanin,DissolvedOxygen_Saturation,pH,Temperature
Green Valley Lake,2016,271,4.84,0.42,139.69,8.34,26.26
Green Valley Lake,2016,271,26.29,6.27,138.29,8.59,26.6
Green Valley Lake,2016,272,4.6,0.73,89.74,8.43,27.21
Green Valley Lake,2016,273,5.89,0.44,123.71,8.45,27.64
Green Valley Lake,2016,274,5.35,1.02,121.58,8.37,25.48
Green Valley Lake,2016,274,1.55,0.32,120.12,8.14,26.95
Green Valley Lake,2016,274,5.44,1.13,145.71,8.47,25.02
Green Valley Lake,2016,275,3.33,0.71,65.8,8.38,25.04
Green Valley Lake,2016,275,22.39,3.67,134.34,8.39,23.84
Green Valley Lake,2016,275,2.61,0.31,92.29,8.37,26.96
Green Valley Lake,2016,277,7.71,0.75,109.74,8.21,25.38
Green Valley Lake,2016,277,1.32,0.29,96.46,8.62,26.77
Green Valley Lake,2016,277,10.88,3.28,132.07,8.35,26.23
Green Valley Lake,2016,278,3.5,0.48,99.23,8.27,27.31
Green Valley Lake,2016,279,14.53,3.51,116.44,8.49,27.17
Green Valley Lake,2016,279,2.5,0.51,120.04,8.2,27.13
Green Valley Lake,2016,279,7.8,1.66,132.5,8.65,27.75
Green Valley Lake,2016,279,4.14,0.87,113.49,8.43,28.0
Green Valley Lake,2016,279,52.0,13.89,136.52,8.77,24.88
Green Valley Lake,2016,282,8.06,0.45,125.34,8.32,25.45
Green Valley Lake,2016,282,6.13,0.53,135.31,8.4,25.8
Green Valley Lake,2016,284,18.94,3.17,103.47,8.72,25.97
Green Valley Lake,2016,285,8.35,1.42,109.48,8.68,27.07
Green Valley Lake,2016,285,11.85,1.92,150.1,8.46,26.03
Green Valley Lake,2016,285,9.72,0.63,89.88,8.27,26.16
Green Valley Lake,2016,286,18.21,2.45,104.31,8.73,26.2
Green Valley Lake,2016,289,2.21,0.42,92.76,8.58,26.31
Green Valley Lake,2016,290,20.46,4.01,96.79,8.62,25.85
Green Valley Lake,2016,290,15.91,3.17,86.0,8.69,25.57
Green Valley Lake,2016,291,4.34,0.47,137.36,8.43,26.51
Green Valley Lake,2016,291,10.3,2.92,114.26,8.4,24.64
Green Valley Lake,2016,291,11.03,1.24,121.08,8.4,27.67
Green Valley Lake,2016,292,52.0,13.43,159.4,8.78,24.79
Green Valley Lake,2016,292,16.54,5.47,135.21,8.66,27.75
Green Valley Lake,2016,295,20.94,3.87,107.24,8.56,26.2
Green Valley Lake,2016,296,9.68,1.71,102.94,8.57,25.09
Green Valley Lake,2016,297,8.29,1.29,109.38,8.22,24.45
Green Valley Lake,2016,298,4.19,0.25,114.5,8.26,25.18
Green Valley Lake,2016,298,8.27,0.51,109.05,8.51,25.22
Green Valley Lake,2016,298,14.19,1.92,94.41,8.57,26.71
Green Valley Lake,2016,299,52.0,5.97,130.49,8.86,26.38
Lake Mendota,2023,108,1.03,0.11,158.76,8.42,8.88
Lake Mendota,2023,110,0.18,0.02,136.25,8.47,11.03
Lake Mendota,2023,110,0.74,0.18,142.75,8.44,11.9
Lake Mendota,2023,117,0.87,0.2,148.32,8.46,11.88
Lake Mendota,2023,117,2.92,0.53,148.01,8.52,13.69
Lake Mendota,2023,119,1.62,0.32,136.3,8.25,10.45
Lake Mendota,2023,121,3.2,0.76,118.23,8.52,14.05
Lake Mendota,2023,121,1.1,0.08,142.38,8.58,13.65
Lake Mendota,2023,123,1.2,0.26,117.88,8.36,14.03
Lake Mendota,2023,124,0.67,0.11,121.82,8.43,13.48
Lake Mendota,2023,124,0.23,0.04,138.13,8.39,14.13
Lake Mendota,2023,124,3.3,0.75,131.01,8.58,14.4
Lake Mendota,2023,125,3.56,0.45,139.87,8.49,13.43
Lake Mendota,2023,125,1.7,0.18,128.14,8.48,12.33
Lake Mendota,2023,126,3.3,0.36,136.28,8.42,12.49
Lake Mendota,2023,126,3.44,0.76,152.24,8.52,12.87
Lake Mendota,2023,128,0.22,0.03,124.74,8.56,14.44
Lake Mendota,2023,129,1.28,0.09,167.47,8.52,16.22
Lake Mendota,2023,130,1.51,0.29,124.11,8.46,12.22
Lake Mendota,2023,130,1.53,0.24,113.25,8.51,15.69
Lake Mendota,2023,130,0.86,0.06,130.67,8.54,14.48
Lake Mendota,2023,133,1.62,0.15,136.79,8.54,14.33
Lake Mendota,2023,133,9.71,2.35,136.9,8.61,17.37
Lake Mendota,2023,135,0.22,0.04,100.07,8.56,16.36
Lake Mendota,2023,135,0.93,0.12,134.7,8.5,14.39
Lake Mendota,2023,135,0.77,0.05,136.76,8.52,18.39
Lake Mendota,2023,135,2.37,0.24,129.3,8.55,16.21
Lake Mendota,2023,135,0.79,0.19,122.8,8.56,15.63
Lake Mendota,2023,135,1.44,0.14,128.94,8.46,15.29
Lake Mendota,2023,137,1.71,0.3,125.68,8.43,15.96
Lake Mendota,2023,138,3.11,0.72,135.75,8.58,16.93
Lake Mendota,2023,138,4.55,0.62,139.69,8.54,16.77
Lake Mendota,2023,141,1.14,0.12,135.62,8.3,15.01
Lake Mendota,2023,142,0.35,0.03,148.46,8.48,16.53
Lake Mendota,2023,143,1.67,0.19,125.67,8.6,14.78
Lake Mendota,2023,145,2.55,0.44,138.86,8.5,15.69
Lake Mendota,2023,146,2.38,0.46,142.62,8.69,18.36
Lake Mendota,2023,146,3.05,0.6,106.76,8.45,17.59
Lake Mendota,2023,146,0.47,0.07,142.99,8.43,16.96
Lake Mendota,2023,148,3.71,0.7,99.12,8.56,17.82
Lake Mendota,2023,148,6.66,1.55,136.74,8.49,19.0
Lake Mendota,2023,150,0.93,0.05,154.79,8.42,15.28
Lake Mendota,2023,152,0.67,0.15,123.96,8.52,19.46
Lake Mendota,2023,153,0.97,0.09,109.78,8.43,15.17
Lake Mendota,2023,153,0.84,0.16,94.73,8.44,17.19
Lake Mendota,2023,153,0.51,0.04,126.28,8.41,17.56
Lake Mendota,2023,154,4.77,0.93,106.15,8.35,18.63
Lake Mendota,2023,154,0.58,0.09,120.48,8.67,18.23
Lake Mendota,2023,154,2.5,0.2,126.48,8.45,18.92
Lake Mendota,2023,154,5.28,0.4,144.13,8.55,16.77
Lake Mendota,2023,155,1.26,0.2,135.79,8.52,17.92
Lake Mendota,2023,155,1.79,0.28,107.69,8.55,20.35
Lake Mendota,2023,155,2.58,0.52,137.65,8.61,20.51
Lake Mendota,2023,155,0.4,0.08,130.46,8.31,17.61
Lake Mendota,2023,156,0.34,0.06,104.84,8.54,18.5
Lake Mendota,2023,156,0.65,0.11,140.81,8.56,15.68
Lake Mendota,2023,156,0.77,0.1,92.41,8.57,20.57
Lake Mendota,2023,156,0.27,0.04,142.85,8.5,17.33
Lake Mendota,2023,156,0.71,0.09,128.99,8.66,16.49
Lake Mendota,2023,156,0.94,0.12,100.27,8.38,18.01
Lake Mendota,2023,157,3.49,0.53,135.6,8.38,17.65
Lake Mendota,2023,159,6.54,0.91,135.13,8.49,19.46
Lake Mendota,2023,160,3.3,0.57,126.11,8.55,19.28
Lake Mendota,2023,161,2.27,0.31,119.59,8.47,21.35
Lake Mendota,2023,162,0.31,0.05,142.65,8.53,20.27
Lake Mendota,2023,162,1.44,0.22,120.18,8.63,22.0
Lake Mendota,2023,162,0.37,0.02,127.79,8.45,16.84
Lake Mendota,2023,163,1.37,0.22,107.07,8.63,21.59
Lake Mendota,2023,165,0.59,0.1,134.37,8.63,21.14
Lake Mendota,2023,165,2.78,0.39,153.02,8.45,18.75
Lake Mendota,2023,165,4.86,0.35,133.7,8.63,21.2
Lake Mendota,2023,165,2.0,0.21,113.3,8.36,18.31
Lake Mendota,2023,165,0.79,0.14,124.16,8.38,20.76
Lake Mendota,2023,166,2.38,0.22,138.43,8.4,18.13
Lake Mendota,2023,166,3.67,0.54,135.85,8.62,19.15
Lake Mendota,2023,167,0.34,0.04,139.75,8.58,20.04
Lake Mendota,2023,167,1.2,0.12,121.84,8.61,22.31
Lake Mendota,2023,167,1.89,0.25,122.43,8.53,20.46
Lake Mendota,2023,169,1.97,0.49,135.8,8.62,18.76
Lake Mendota,2023,170,3.69,0.4,118.46,8.45,21.49
Lake Mendota,2023,170,1.15,0.14,115.59,8.46,18.02
Lake Mendota,2023,171,2.54,0.4,130.34,8.57,17.01
Lake Mendota,2023,172,0.61,0.15,119.74,8.5,19.87
Lake Mendota,2023,173,1.46,0.1,112.88,8.28,20.21
Lake Mendota,2023,176,8.58,2.03,130.5,8.75,19.45
Lake Mendota,2023,177,1.08,0.08,121.05,8.33,20.81
Lake Mendota,2023,177,1.29,0.11,118.45,8.45,21.8
Lake Mendota,2023,177,0.23,0.05,114.11,8.48,21.8
Lake Mendota,2023,178,1.0,0.1,123.28,8.46,19.92
Lake Mendota,2023,178,0.69,0.09,101.5,8.7,24.94
Lake Mendota,2023,181,0.22,0.03,112.89,8.62,21.4
Lake Mendota,2023,181,2.01,0.34,129.32,8.57,20.61
Lake Mendota,2023,181,0.26,0.04,91.7,8.54,21.2
Lake Mendota,2023,182,0.89,0.13,106.17,8.62,25.62
Lake Mendota,2023,182,0.71,0.13,116.73,8.74,22.23
Lake Mendota,2023,183,1.06,0.08,113.01,8.48,22.5
Lake Mendota,2023,183,2.17,0.52,136.14,8.61,25.03
Lake Mendota,2023,183,2.67,0.43,142.6,8.4,22.01
Lake Mendota,2023,184,1.95,0.31,121.87,8.6,21.61
Lake Mendota,2023,184,3.4,0.61,81.96,8.49,22.22
Lake Mendota,2023,186,0.18,0.04,114.65,8.56,22.86
Lake Mendota,2023,186,0.97,0.2,110.04,8.69,25.08
Lake Mendota,2023,187,3.89,0.28,113.53,8.68,19.14
Lake Mendota,2023,188,1.7,0.21,103.32,8.6,22.39
Lake Mendota,2023,188,1.89,0.33,117.03,8.47,22.79
Lake Mendota,2023,188,5.28,0.96,118.93,8.6,23.63
Lake Mendota,2023,188,1.56,0.11,112.35,8.7,22.66
Lake Mendota,2023,189,1.09,0.16,110.64,8.47,22.92
Lake Mendota,2023,189,3.83,0.39,148.73,8.63,21.38
Lake Mendota,2023,190,0.4,0.04,120.83,8.51,24.9
Lake Mendota,2023,190,0.83,0.16,112.22,8.55,23.49
Lake Mendota,2023,191,2.25,0.26,119.14,8.48,23.62
Lake Mendota,2023,191,1.36,0.17,104.0,8.55,22.34
Lake Mendota,2023,192,0.2,0.01,108.05,8.66,20.79
Lake Mendota,2023,192,0.62,0.08,80.76,8.74,25.14
Lake Mendota,2023,193,0.94,0.23,118.22,8.56,23.26
Lake Mendota,2023,193,0.88,0.14,112.6,8.68,26.35
Lake Mendota,2023,194,6.14,0.87,148.39,8.52,23.18
Lake Mendota,2023,194,1.31,0.11,114.55,8.69,22.7
Lake Mendota,2023,194,0.27,0.03,132.66,8.47,23.49
Lake Mendota,2023,196,0.34,0.07,98.72,8.62,23.99
Lake Mendota,2023,196,0.84,0.21,106.25,8.52,18.96
Lake Mendota,2023,197,19.41,4.71,123.56,8.61,25.68
Lake Mendota,2023,198,7.0,1.31,100.19,8.64,26.24
Lake Mendota,2023,198,0.26,0.05,118.23,8.49,23.65
Lake Mendota,2023,200,1.45,0.12,123.83,8.62,24.36
Lake Mendota,2023,200,3.13,0.34,127.39,8.54,22.61
Lake Mendota,2023,200,0.76,0.06,130.01,8.62,23.95
Lake Mendota,2023,203,1.92,0.14,103.61,8.71,24.4
Lake Mendota,2023,203,1.27,0.25,117.62,8.64,24.56
Lake Mendota,2023,203,1.79,0.22,100.87,8.41,21.23
Lake Mendota,2023,204,0.38,0.09,101.64,8.48,24.92
Lake Mendota,2023,204,2.53,0.6,108.55,8.56,24.78
Lake Mendota,2023,205,2.8,0.41,112.12,8.49,27.45
Lake Mendota,2023,205,1.06,0.14,134.76,8.55,27.28
Lake Mendota,2023,205,0.52,0.07,130.66,8.5,22.23
Lake Mendota,2023,206,0.96,0.12,129.36,8.47,23.27
Lake Mendota,2023,207,5.79,0.43,106.24,8.68,21.48
Lake Mendota,2023,207,1.72,0.14,122.71,8.67,22.84
Lake Mendota,2023,207,0.29,0.02,129.47,8.53,25.86
Lake Mendota,2023,208,2.98,0.64,102.37,8.5,25.16
Lake Mendota,2023,208,0.67,0.04,134.26,8.4,26.23
Lake Mendota,2023,209,1.0,0.18,99.53,8.48,23.44
Lake Mendota,2023,210,3.16,0.41,116.77,8.62,24.29
Lake Mendota,2023,210,0.92,0.16,100.96,8.68,24.34
Lake Mendota,2023,210,0.69,0.17,111.09,8.41,23.1
Lake Mendota,2023,210,3.3,0.34,112.79,8.55,22.85
Lake Mendota,2023,210,1.72,0.25,120.52,8.66,22.98
Lake Mendota,2023,212,0.82,0.08,136.92,8.51,25.49
Lake Mendota,2023,213,0.77,0.07,94.02,8.53,25.08
Lake Mendota,2023,214,2.53,0.22,111.62,8.56,22.79
Lake Mendota,2023,214,0.94,0.06,110.57,8.69,22.37
Lake Mendota,2023,214,1.98,0.1,113.09,8.58,25.68
Lake Mendota,2023,214,0.92,0.11,127.78,8.59,21.36
Lake Mendota,2023,214,1.26,0.31,121.07,8.74,23.29
Lake Mendota,2023,215,0.18,0.04,94.87,8.53,26.36
Lake Mendota,2023,215,0.88,0.05,102.6,8.55,25.25
Lake Mendota,2023,216,1.91,0.11,105.39,8.64,20.87
Lake Mendota,2023,217,2.01,0.21,111.6,8.29,22.5
Lake Mendota,2023,217,0.78,0.11,116.31,8.48,26.08
Lake Mendota,2023,218,1.87,0.29,128.15,8.62,21.83
Lake Mendota,2023,219,0.54,0.13,112.05,8.49,26.84
Lake Mendota,2023,219,1.79,0.4,118.55,8.33,23.77
Lake Mendota,2023,219,0.81,0.19,105.16,8.57,24.57
Lake Mendota,2023,219,2.47,0.33,148.02,8.47,24.56
Lake Mendota,2023,221,1.6,0.11,90.43,8.53,25.94
Lake Mendota,2023,221,2.82,0.64,124.65,8.77,23.94
Lake Mendota,2023,223,0.8,0.07,98.74,8.58,26.78
Lake Mendota,2023,223,2.32,0.36,113.09,8.48,25.56
Lake Mendota,2023,224,2.16,0.39,109.32,8.64,25.59
Lake Mendota,2023,224,2.91,0.36,139.13,8.71,25.42
Lake Mendota,2023,225,0.62,0.08,142.21,8.37,22.57
Lake Mendota,2023,225,0.66,0.1,98.68,8.57,26.26
Lake Mendota,2023,226,2.06,0.24,107.29,8.58,25.43
Lake Mendota,2023,228,0.2,0.04,125.12,8.55,25.87
Lake Mendota,2023,228,1.1,0.07,116.71,8.5,23.29
Lake Mendota,2023,230,6.26,0.56,114.76,8.47,25.43
Lake Mendota,2023,233,1.05,0.15,95.6,8.64,27.06
Lake Mendota,2023,233,0.67,0.1,106.27,8.7,25.88
Lake Mendota,2023,233,0.95,0.05,113.45,8.76,26.07
Lake Mendota,2023,234,2.38,0.46,115.44,8.69,27.01
Lake Mendota,2023,235,6.24,0.9,122.2,8.65,23.27
Lake Mendota,2023,235,0.43,0.1,117.47,8.43,23.67
Lake Mendota,2023,237,2.59,0.24,125.63,8.6,25.78
Lake Mendota,2023,237,2.63,0.16,109.64,8.4,24.47
Lake Mendota,2023,237,1.83,0.26,115.74,8.65,25.99
Lake Mendota,2023,238,7.18,1.26,126.22,8.5,25.04
Lake Mendota,2023,238,1.01,0.2,135.04,8.66,27.74
Lake Mendota,2023,238,3.36,0.21,125.83,8.63,24.74
Lake Mendota,2023,239,0.96,0.21,115.65,8.51,25.42
Lake Mendota,2023,239,1.8,0.24,77.42,8.45,26.04
Lake Mendota,2023,240,2.14,0.19,126.75,8.72,27.16
Lake Mendota,2023,243,3.58,0.45,105.21,8.61,25.32
Lake Mendota,2023,243,0.22,0.04,97.28,8.35,24.25
Lake Mendota,2023,243,0.41,0.03,118.97,8.57,23.84
Lake Mendota,2023,243,0.61,0.1,112.28,8.51,24.3
Lake Mendota,2023,243,1.67,0.1,92.7,8.71,23.22
Lake Mendota,2023,244,0.72,0.1,93.21,8.57,24.28
Lake Mendota,2023,244,1.52,0.1,113.9,8.63,22.31
Lake Mendota,2023,244,2.29,0.51,128.5,8.43,26.02
Lake Mendota,2023,244,0.57,0.14,105.19,8.76,25.62
Lake Mendota,2023,245,1.12,0.15,120.71,8.3,20.53
Lake Mendota,2023,245,1.87,0.42,106.41,8.62,25.57
Lake Mendota,2023,245,0.52,0.1,112.74,8.52,22.82
Lake Mendota,2023,246,0.65,0.07,124.4,8.74,26.85
Lake Mendota,2023,246,1.75,0.24,96.13,8.53,25.45
Lake Mendota,2023,247,0.83,0.04,95.52,8.7,27.23
Lake Mendota,2023,247,2.98,0.63,124.42,8.67,26.47
Lake Mendota,2023,248,1.3,0.21,96.47,8.51,25.11
Lake Mendota,2023,250,1.64,0.14,116.7,8.56,25.25
Lake Mendota,2023,250,0.48,0.06,101.55,8.53,26.8
Lake Mendota,2023,251,0.49,0.05,84.31,8.63,26.66
Lake Mendota,2023,251,1.83,0.37,136.64,8.54,26.74
Lake Mendota,2023,251,2.91,0.72,84.53,8.66,24.89
Lake Mendota,2023,251,6.42,1.33,104.31,8.52,25.08
Lake Mendota,2023,252,0.77,0.14,87.67,8.67,24.59
Lake Mendota,2023,252,4.89,0.9,120.08,8.6,23.03
Lake Mendota,2023,252,0.42,0.08,121.6,8.64,24.35
Lake Mendota,2023,253,0.79,0.13,130.72,8.47,23.38
Lake Mendota,2023,253,0.81,0.09,107.15,8.55,24.84
Lake Mendota,2023,255,0.3,0.04,90.01,8.67,25.52
Lake Mendota,2023,256,0.6,0.04,104.2,8.51,24.4
Lake Mendota,2023,257,0.86,0.12,99.46,8.52,24.43
Lake Mendota,2023,258,3.45,0.45,112.4,8.52,22.92
Lake Mendota,2023,259,2.53,0.52,145.03,8.59,24.11
Lake Mendota,2023,259,0.71,0.06,93.69,8.75,24.36
Lake Mendota,2023,261,3.47,0.64,97.81,8.54,24.88
Lake Mendota,2023,262,0.62,0.14,113.96,8.5,23.69
Lake Mendota,2023,263,0.65,0.09,134.13,8.58,20.51
Lake Mendota,2023,263,0.76,0.13,105.24,8.52,24.36
Lake Mendota,2023,263,3.41,0.62,115.47,8.75,23.35
Lake Mendota,2023,264,1.15,0.14,135.96,8.52,20.85
Lake Mendota,2023,264,0.78,0.15,125.95,8.48,22.89
Lake Mendota,2023,264,0.51,0.09,125.99,8.65,22.32
Lake Mendota,2023,265,1.37,0.19,118.82,8.57,20.1
Lake Mendota,2023,265,2.43,0.31,129.26,8.78,22.46
Lake Mendota,2023,266,1.19,0.24,109.87,8.7,25.49
Lake Mendota,2023,267,2.58,0.62,98.46,8.49,24.54
Lake Mendota,2023,267,1.89,0.44,104.64,8.58,23.74
Lake Mendota,2023,267,0.47,0.04,133.42,8.41,23.37
Lake Mendota,2023,269,0.72,0.06,121.0,8.53,22.7
Lake Mendota,2023,269,0.89,0.16,132.21,8.66,24.59
Lake Mendota,2023,270,3.2,0.57,118.54,8.6,25.69
Lake Mendota,2023,270,0.77,0.12,117.95,8.5,25.09
Lake Mendota,2023,271,1.22,0.21,98.72,8.39,21.47
Lake Mendota,2023,272,4.59,1.14,117.42,8.52,23.36
Lake Mendota,2023,273,3.26,0.57,117.24,8.61,22.11
Lake Mendota,2023,273,0.87,0.17,120.79,8.57,23.62
Lake Mendota,2023,275,0.67,0.13,94.54,8.5,22.84
Lake Mendota,2023,276,4.41,0.55,135.21,8.62,19.94
Lake Mendota,2023,276,9.83,2.02,119.21,8.46,20.99
Lake Mendota,2023,277,2.01,0.23,114.67,8.41,21.27
Lake Mendota,2023,277,1.15,0.19,122.21,8.48,20.55
Lake Mendota,2023,278,1.69,0.16,148.07,8.51,21.92
Lake Mendota,2023,279,1.35,0.28,124.42,8.43,20.49
Lake Mendota,2023,280,0.88,0.14,100.31,8.53,23.77
Lake Mendota,2023,280,0.31,0.07,88.85,8.36,22.18
Lake Mendota,2023,280,2.93,0.48,94.94,8.62,22.26
Lake Mendota,2023,282,4.69,1.16,132.03,8.57,18.96
Lake Mendota,2023,283,8.93,0.78,116.6,8.65,18.46
Lake Mendota,2023,284,1.21,0.1,116.37,8.78,23.06
Lake Mendota,2023,285,1.4,0.35,103.0,8.59,22.91
Lake Mendota,2023,285,0.68,0.09,122.53,8.69,23.51
Lake Mendota,2023,286,10.07,1.23,83.13,8.73,24.03
Lake Mendota,2023,286,1.25,0.29,132.29,8.51,22.68
Lake Mendota,2023,286,5.39,0.52,119.24,8.49,20.18
Lake Mendota,2023,287,0.22,0.05,114.82,8.59,20.46
Lake Mendota,2023,287,0.8,0.12,121.78,8.5,20.17
Lake Mendota,2023,289,0.35,0.04,146.75,8.54,20.55
Lake Mendota,2023,291,0.59,0.12,124.22,8.54,22.19
Lake Mendota,2023,291,3.61,0.67,104.07,8.28,18.3
Lake Mendota,2023,292,9.03,1.11,145.92,8.69,15.64
Lake Mendota,2024,126,0.15,0.02,122.23,8.51,13.96
Lake Mendota,2024,128,0.77,0.08,124.55,8.5,14.27
Lake Mendota,2024,128,0.72,0.08,148.5,8.63,13.14
Lake Mendota,2024,128,0.68,0.15,156.36,8.49,11.36
Lake Mendota,2024,128,0.54,0.12,134.95,8.62,16.05
Lake Mendota,2024,129,5.48,0.62,142.75,8.42,14.98
Lake Mendota,2024,129,2.3,0.49,128.78,8.35,15.27
Lake Mendota,2024,132,0.91,0.21,136.07,8.38,15.16
Lake Mendota,2024,132,0.39,0.08,110.36,8.52,17.73
Lake Mendota,2024,133,1.82,0.41,135.4,8.49,15.92
Lake Mendota,2024,133,4.04,0.54,124.44,8.56,14.52
Lake Mendota,2024,136,1.5,0.15,116.94,8.49,16.04
Lake Mendota,2024,138,0.97,0.07,126.34,8.45,15.37
Lake Mendota,2024,138,1.2,0.22,139.36,8.65,17.07
Lake Mendota,2024,139,1.76,0.28,121.37,8.56,17.06
Lake Mendota,2024,140,1.47,0.09,124.1,8.56,17.34
Lake Mendota,2024,142,2.9,0.65,142.03,8.59,19.25
Lake Mendota,2024,143,0.49,0.06,134.53,8.43,16.24
Lake Mendota,2024,144,0.84,0.14,140.96,8.39,14.14
Lake Mendota,2024,144,0.75,0.05,124.2,8.46,17.7
Lake Mendota,2024,144,0.54,0.04,119.42,8.46,18.59
Lake Mendota,2024,144,3.74,0.81,152.78,8.39,14.42
Lake Mendota,2024,146,1.4,0.1,98.18,8.46,17.05
Lake Mendota,2024,146,1.18,0.13,137.77,8.66,21.64
Lake Mendota,2024,147,1.61,0.23,96.11,8.47,15.65
Lake Mendota,2024,150,2.83,0.15,122.77,8.64,17.48
Lake Mendota,2024,154,5.3,0.53,106.11,8.77,18.26
Lake Mendota,2024,154,7.75,0.94,148.36,8.54,18.02
Lake Mendota,2024,155,1.57,0.1,125.92,8.48,18.28
Lake Mendota,2024,155,0.43,0.08,125.77,8.45,17.18
Lake Mendota,2024,155,6.61,1.55,130.67,8.7,16.29
Lake Mendota,2024,156,0.68,0.13,112.97,8.71,19.5
Lake Mendota,2024,156,0.63,0.15,123.41,8.53,18.17
Lake Mendota,2024,156,1.13,0.19,123.38,8.56,18.6
Lake Mendota,2024,157,2.94,0.68,123.19,8.63,16.96
Lake Mendota,2024,157,1.0,0.18,106.26,8.57,20.18
Lake Mendota,2024,158,0.43,0.04,166.18,8.36,18.2
Lake Mendota,2024,159,1.36,0.25,148.44,8.4,16.41
Lake Mendota,2024,159,2.89,0.56,126.31,8.55,19.37
Lake Mendota,2024,160,0.6,0.11,128.92,8.6,18.58
Lake Mendota,2024,160,0.5,0.04,122.33,8.5,18.72
Lake Mendota,2024,161,3.17,0.7,101.46,8.46,19.28
Lake Mendota,2024,161,4.11,0.37,148.4,8.49,18.49
Lake Mendota,2024,162,3.79,0.29,111.66,8.59,20.71
Lake Mendota,2024,162,4.96,0.33,123.06,8.43,18.13
Lake Mendota,2024,163,1.52,0.18,129.19,8.43,20.5
Lake Mendota,2024,164,1.78,0.09,135.63,8.52,18.18
Lake Mendota,2024,165,2.22,0.26,110.72,8.68,19.43
Lake Mendota,2024,166,1.5,0.08,137.0,8.44,21.04
Lake Mendota,2024,166,0.41,0.06,114.49,8.49,19.96
Lake Mendota,2024,168,0.31,0.03,124.63,8.52,17.71
Lake Mendota,2024,169,1.62,0.12,132.3,8.55,19.56
Lake Mendota,2024,169,1.27,0.11,118.48,8.42,19.39
Lake Mendota,2024,170,0.44,0.05,102.94,8.28,20.14
Lake Mendota,2024,171,1.59,0.11,118.57,8.7,21.4
Lake Mendota,2024,171,0.87,0.2,121.75,8.46,21.43
Lake Mendota,2024,172,1.63,0.33,111.73,8.5,20.94
Lake Mendota,2024,172,2.16,0.39,128.07,8.43,18.32
Lake Mendota,2024,172,1.65,0.14,133.23,8.37,21.61
Lake Mendota,2024,173,0.99,0.12,159.54,8.51,18.15
Lake Mendota,2024,173,0.18,0.02,83.77,8.49,21.98
Lake Mendota,2024,173,0.81,0.13,124.47,8.5,19.62
Lake Mendota,2024,174,1.55,0.22,97.44,8.62,22.02
Lake Mendota,2024,174,0.38,0.04,125.34,8.41,23.18
Lake Mendota,2024,176,3.81,0.62,112.69,8.54,22.69
Lake Mendota,2024,176,1.0,0.08,128.42,8.55,22.14
Lake Mendota,2024,177,1.82,0.19,110.57,8.44,20.46
Lake Mendota,2024,177,0.87,0.16,91.9,8.75,20.83
Lake Mendota,2024,177,1.04,0.22,113.52,8.54,21.69
Lake Mendota,2024,177,1.72,0.17,114.03,8.42,22.03
Lake Mendota,2024,178,0.17,0.01,142.66,8.58,22.07
Lake Mendota,2024,179,2.71,0.63,128.21,8.6,20.79
Lake Mendota,2024,180,1.79,0.33,126.04,8.35,19.76
Lake Mendota,2024,180,0.56,0.09,112.66,8.62,20.93
Lake Mendota,2024,183,0.82,0.17,114.99,8.6,21.94
Lake Mendota,2024,183,2.62,0.4,98.96,8.66,20.14
Lake Mendota,2024,186,0.87,0.22,109.22,8.46,21.77
Lake Mendota,2024,187,8.87,0.75,150.51,8.46,17.06
Lake Mendota,2024,187,0.53,0.09,143.45,8.53,21.69
Lake Mendota,2024,187,1.45,0.34,126.39,8.56,20.81
Lake Mendota,2024,189,0.97,0.17,122.56,8.57,22.76
Lake Mendota,2024,189,4.35,0.5,116.11,8.45,22.12
Lake Mendota,2024,190,0.96,0.06,108.1,8.54,24.25
Lake Mendota,2024,190,2.52,0.38,91.07,8.52,24.62
Lake Mendota,2024,190,1.24,0.2,104.53,8.56,24.03
Lake Mendota,2024,190,1.25,0.21,126.88,8.7,23.52
Lake Mendota,2024,192,4.24,0.41,123.26,8.62,23.98
Lake Mendota,2024,192,2.03,0.49,95.49,8.57,23.76
Lake Mendota,2024,194,2.88,0.63,134.46,8.62,20.53
Lake Mendota,2024,196,6.06,0.68,120.43,8.71,23.94
Lake Mendota,2024,197,1.68,0.2,117.18,8.57,21.25
Lake Mendota,2024,199,1.32,0.17,113.02,8.49,24.46
Lake Mendota,2024,199,1.08,0.24,117.61,8.64,22.92
Lake Mendota,2024,200,1.56,0.26,105.73,8.72,27.11
Lake Mendota,2024,200,2.21,0.46,93.68,8.64,25.45
Lake Mendota,2024,200,0.41,0.08,105.97,8.68,24.28
Lake Mendota,2024,201,2.53,0.58,108.29,8.52,24.53
Lake Mendota,2024,201,3.53,0.42,109.62,8.63,25.19
Lake Mendota,2024,201,1.3,0.26,99.45,8.68,23.67
Lake Mendota,2024,202,7.04,1.45,124.26,8.43,24.34
Lake Mendota,2024,202,5.47,0.29,126.94,8.61,24.77
Lake Mendota,2024,202,0.1,0.01,109.24,8.66,24.5
Lake Mendota,2024,203,1.76,0.3,124.86,8.63,23.38
Lake Mendota,2024,203,0.36,0.07,116.02,8.82,22.07
Lake Mendota,2024,206,2.6,0.27,98.61,8.54,25.59
Lake Mendota,2024,206,1.48,0.24,108.77,8.54,20.95
Lake Mendota,2024,206,0.19,0.02,105.85,8.62,25.03
Lake Mendota,2024,207,0.56,0.13,111.76,8.68,25.07
